User,arroba,hora de publicación,publicación
JuanMan,@manuelpyy,14:58,"""Listo, que lindo es haber cumplido con mi país y con mi deber ciudadano. Anótenle mi voto a Xochitl, carajo!! #EleccionesMéxico2024 #XóchitlGálvezPresidenta"""
Liza,@yairzah,14:54,"""Plan C. #EleccionesMéxico2024 #ClaudiaPresidentaDeMéxico2024"""
Jesús Armenta,@jesusearmenta,14:54,"""#EleccionesMéxico2024 #XochiltlGálvezPresidenta24 #YoVotéPorXochitl"""
F,@monsalvof,14:54,"""Mi corazón, siempre abajo y a la izquierda. FELIZ porque hoy estrenamos presidenta. #ClaudiaPresidentaDeMéxico2024 #EleccionesMéxico2024"""
Ana Lucía Álvarez,@analuciaalvarez,14:52,"""#YoVotéPorXóchitl #EleccionesMéxico2024"""
MaryAnn,@marorar1390,14:51,"""Sufragiando por puro imbécil… pero sin dejar votos nulos porque luego la #4T se los chinga #EleccionesMéxico2024"""
Karen Cabrera  🇲🇽🇺🇸🇨🇦🇨🇺,@karene29,14:50,"""Y ustedes ya votaron amigos? Presuman aquí sus fotos de los que ya ejercieron su derecho constitucional de votar 🗳️ y elegir nuestros representantes!!!! 😉 #VotaMéxico2024 #VotaPorMéxico #2DeJunio #EleccionesMéxico2024"""
ᘜIᑎᗩ,@GinaSon88905,14:49,"""Todas, Todos y Todes si #EsClaudiaPresidentaDeMéxico #EleccionesMéxico2024"""
Andrea🇺🇦 ~Andira,@AndreaM05612909,14:47,"""#EleccionesMéxico2024 #YoVotéPorXóchitl #XóchitlGálvezPresidenta Porque quiero a 🇲🇽 viviendo en plena Libertad"""
Jesús 🇲🇽,@JesusSolVi,14:46,"""Todo MORENA #EsClaudiaPresidentaDeMéxico #YaVoté #EleccionesMéxico2024"""
LUIS ROCHA / Política y Estilo,@luis_journalist,14:46,"""Voté por el mejor, voté por Enrique Vargas del Villar, para Senador de la República por el #Edomex / #EleccionesMéxico2024 @EnriqueVargasdV @MarkoCortes"""
Marcos,@DimeValde,14:46,"""A salir a votar 🗳️ #HoyGanaMexico #EleccionesMéxico2024 #MivotoEsParaXochitlGalvez #MiVotoEsParaXóchitl #XochitlGálvezPresidenta #VotarEsDeXingones"""
Abraham Gallegos,@abragallabra,14:45,"""Chingas a toda tu madre AMLO, chingas a tu madre todo Morena! #EleccionesMéxico2024 #XóchitlGálvezPresidenta #VotaPorMéxico"""
Sergio Cruz,@SergioCruzMon,14:44,"""Plan C, por mi México Que siga la Transformación 🇲🇽🇲🇽 @Claudiashein @PartidoMorenaMx @ClaraBrugadaM @LopezCasarinJ #EleccionesMéxico2024 #morena #ClaudiaPresidentaDeMéxico2024 #sigamoshaciendohistoria"""
AbogadoJavier⚖️🦉,@LicJavierHerre,14:42,"""#XoxhitlGálvezPresidente2024 #EleccionesMéxico2024 #YoVotéPorXóchitl"""
Evan Isaías Martínez,@evan_0310mm,14:40,"""Yo siempre lo he dicho, hay que permitir la alternancia, pero si hay personas que no merecen el voto del pueblo, hay que progresar con pensamientos del futuro, con nuevos gobernadores y no representantes de las élites #EleccionesMéxico2024 #VotoLibre #VotoÚtil2024 #UnMexicoMejor #YoVotéPorXóchitl"""
SraMrsMadame,@gabyrojasre,14:39,"""#YoVotéPorXochitl #EleccionesMéxico2024 #ElecciónPresidencial Ya te vas miserable @lopezobrador_ 👋🏻"""
✨Irina ®️✨,@Irina_Fifi,14:38,"""6 horas haciendo fila bajo el sol en Cuernavaca. No me importa, valdrá la pena. #EleccionesMexico2024"""
Santiago Jiménez,@santiagojim7,14:38,"""Regresando de votar #XóchitlGálvezPresidenta A chingar a su reputa madre a Morena y toda su escoria #EleccionesMéxico2024"""
Famooo,@facusoytu,14:38,"""Replying to @__VidyK and @AlvarezMaynez Ahí la llevamos!! A ver sí el PRIAN no llora a las 18 19 hrs #EleccionesMéxico2024"""
Ivan zambrana vega,@Ivan_Zambrana_,14:37,"""#YoYaVotéPorXochitl #VotarEsDeChingones 👊🏻 #EleccionesMéxico2024 #XochitlGálvezPresidenta 🇲🇽"""
Luis P.,@alberto_madrazo,14:36,"""He sufragado!! @XochitlGalvez creo en ti!!! Fuera @PartidoMorenaMx #EleccionesMéxico2024 #XóchitlGálvezPresidenta #YaVoté"""
Yo Amo A Maynez 🧡,@TotalEclipsez,14:36,"""No te defraude 🧡 Salí a votar temprano Y vote por ti por qué yo si quiero un cambio en México Y no me importa si es un voto ese es mío reynote #EleccionesMéxico2024 #YaVoté #maynez"""
marbel,@marbelucci,14:35,"""Emocionada porque seré testigo del acontecimiento histórico primera presidenta @Claudiashein y primera gobernadora @rocionahle #PorAmorAVeracruz #QueSigaLa4T Aquí viendo los comentarios y al rato a celebrar 🍿🍿🍿🍿#EleccionesMéxico2024"""
Loreli Gómez J,@LorenaGomez20,14:34,"""Te doy las gracias por todo y por tanto Presidente se que Claudia hará de este país, un lugar mejor..! #EleccionesMéxico2024"""
Рудольф Галиндо,@iRGalindo,14:34,"""#EleccionesMéxico2024 #EsUnHonorEstarConObrador El Plan C en marcha...⤵️"""
MANUEL_MX,@ManuelAS2507,14:33,"""#EleccionesMéxico2024 asi se mira un voto útil para los que me estaban preguntando 😘 #XochitlGálvezPresidenta"""
Francisco_Economista,@FrankECONOMISTA,14:32,"""Por la vida, la verdad y la libertad. Vayamos con mucho ánimo, con esperanza, y sin miedo a votar. Desde Tijuana, donde nace la patria, apoyando a @XochitlGalvez #YoVotéPorXochitl #XóchitlGálvezPresidenta #EleccionesMéxico2024"""
